1744 1762 522 578 1014 1661 695
3400 3014 252 401 119 251 718
2079 2636 3585 3202 2182 629 1046
2067 1248 2676 1141 1565 1608 693
1692 2037 1683 1628 446 1491 2376
3120 3559 849 3279 1542 1532 2223
1653 64 3810 2074 1776 2336 3867
3126 3024 2092 203 3440 2750 3573
897 1168 3391 435 544 3600 1347
1811 889 3895 992 1844 1711 531
169 49 74 1592 438 1016 3935
1787 387 2601 352 827 3390 665
2703 3730 3655 3223 243 3000 3526
3296 1181 2261 2188 1682 2545 244
621 2201 2063 1143 2029 2780 3897
2825 2956 364 3621 2680 1760 2572
1342 30 2933 2690 3061 371 3299
1196 3336 2908 1488 626 3570 3558
2203 1068 197 3562 1113 1267 2954
2442 517 2163 1085 3645 1263 3609
3644 2162 2815 2445 39 2077 1623
1705 2212 2127 323 509 1039 3148
2972 3770 461 3249 1048 3564 2810
2785 3801 1168 1535 1893 1765 3679
3484 1688 1410 1220 885 330 522
1742 931 718 3142 1301 2255 1277
1217 2195 3371 3259 2883 2041 2829
2161 1413 3941 1657 1356 1866 836
3002 3494 501 1003 926 2792 3683
449 105 3377 2277 2502 53 2533
603 2313 3093 2699 2900 3283 1940
3765 2774 2842 3175 543 2742 2799
1880 1470 935 3156 959 907 3705
1345 2627 2587 1738 1245 2128 2681
2277 3844 63 1476 3362 755 3515
2575 3209 2296 3280 1707 1739 2094
78 3940 2512 3218 1887 2758 1881
413 3620 819 3319 2230 2874 2997
3967 2301 1719 1920 3943 2050 1639
1495 636 3701 932 2901 2034 2022
2924 1060 2202 3188 22 2926 1432
1863 1230 3733 795 1707 2575 827
3082 114 2103 1787 61 2147 1195
3862 1553 288 379 563 2843 3084
1022 2401 1608 819 3567 66 580
3361 3612 3936 375 1581 2298 1028
45 1552 2984 2242 2505 2350 3197
2503 3255 1863 1049 1569 3215 1699
2647 2526 3798 3966 732 460 3406
3790 2206 3655 732 175 1938 957
2368 3740 2113 658 2791 2750 3728
1255 1669 2289 2890 371 2233 33
664 913 78 1176 161 2326 3080
3669 1439 271 2390 299 2971 1788
160 2767 1020 1382 789 2820 3732
3739 904 3966 1812 15 1272 3764
1740 3298 3574 2209 3219 29 2125
1461 671 1117 879 2158 749 417
1617 975 1942 3314 1391 1166 1658
3059 3160 3441 2474 1973 1925 934
157 980 170 1542 2048 1902 1914
1190 2926 1608 3802 775 2879 2865
416 2959 1754 45 2695 1626 2926
3442 109 728 3114 877 470 1865
2254 2018 3663 2365 1304 1111 76
1854 2412 3466 322 1245 1373 3037
2515 3663 2277 2122 1640 1546 1832
2266 412 3783 115 1458 1824 3873
874 1625 1718 1857 682 2303 2690
1545 81 2090 3886 2550 340 2391
42 350 1453 2495 2106 3849 3288
2802 2140 1669 1177 682 1596 3724
2925 966 799 2413 541 487 416
3532 1538 3176 3796 1960 3498 2505
